Tweet
"$AAPL Support and Resistance (Pivots) for Tue 4/02/19:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $CELG $IBB
$MSFT $NFLX $NVDA $JNJ
#stocks #pivots #markets #daytrading #watchlist #charts #aaplpic.twitter.com/rpB0oETwer"
Out most of the afternoon so $CELG was my only trade in the morning. its okay with earnings coming in a few weeks n plenty of opptys.
"Waiting on $NAO to pay me back. Also, $CELG, you need to be over $100. These are some of the things bothering me about my portfolio. But, wow, killed it the last couple weeks!"
"$ONCS 
$AFMD $ADAP $CYCC $LPTX $FTSV $TRIL $PIRS $BLCM $NTLA $EDIT $CRSP $CLLS $BLUE $XON $ZIOP $SGMO $NK $ONCE $FATE $INO $CALA $ALLO $NKTR $AZN $GSK $GILD $NVS $MRK $BMY $CELG $REGN $LLY $SNY $PFE $RHHBY $ABBV $BIIB $ADIL $AMRN $ATRA $GWPH $CPRX $AGRX $VKTX $LYFT $CRON $TLRYhttps://twitter.com/oncosec/status/1112798153273696256 …"
https://finance.yahoo.com/news/bristol-myers-bmy-acquisition-celgene-143402939.html … $CELG $BMY
Celgene $CELG Shares Gap Up to $94.34 http://dispatchtribunal.com/?p=2682614 
#estate asset watch - max. money flow Monday ( share price x volume traded ) - $AMZN $AAPL $BA $NFLX $BAC $TSLA $NVDA $BABA $WFC $MSFT $AMD $FB $GOOGL $CELG $MU $GOOG $CELG $MU $GOOG $LOW $C $DIS $ROKU $UNH $T $BMY $MS $DWDP $HD $CSCO $JD $V $BIIB $ORCL $VZ $BIDU $BRK $BKNG $MApic.twitter.com/z9G5e55CX1
Celgene $CELG Shares Gap Up to $94.34 http://zpr.io/gy2ww 
Celgene $CELG Shares Gap Up to $94.34  http://theenterpriseleader.com/?p=1988585 
$SRPT Just reminding everyone $LOXO first buyout offer from $BMY came on a Thursday. $CELG buyout offer from $LLY came on a Thursday. Enjoy
$BMY $CELG - Thoughts On A Post-Merger Bristol-Myers Squibb: Scaling From Celgene To Buy BMS https://seekingalpha.com/article/4252005-thoughts-post-merger-bristol-myers-squibb-scaling-celgene-buy-bms?source=tweet …
Tenet Healthcare $THC Shareholder Phoenix Investment Adviser Upped Its Holding; Teachers Retirement System Of The State Of Kentucky Increases Stake in Celgene $CELG https://finheadlines.com/2019/04/01/tenet-healthcare-thc-shareholder-phoenix-investment-adviser-upped-its-holding-teachers-retirement-system-of-the-state-of-kentucky-increases-stake-in-celgene-celg/ …
First Interstate Bank Holding in Celgene $CELG Has Decreased as Share Value Rose; Walt Disney Co $DIS Holding Lifted by Sprucegrove Investment Management Ltdhttps://hinewulm.com/2019/04/01/first-interstate-bank-holding-in-celgene-celg-has-decreased-as-share-value-rose-walt-disney-co-dis-holding-lifted-by-sprucegrove-investment-management-ltd/ …
"$BMY $RHHBY $CELG $BIIB:

Celgene Gets Positive CHMP Nod for Revlimid Label Expansion:

https://www.StockNewsWires.com/bmy-rhhby-celg-biib-celgene-gets-positive-chmp-nod-for-revlimid-label-expansion/ …"
#estate asset watch - most active stocks Monday - $BAC $AMD $LYFT $WFC $F $GE $NIO $T $SIRI $MU $JD $AAPL $CZR $MS $ACB $SNAP $VALE $BMY $ITUB $COTY $NOK $GG $ECA $KMI $FCX $ADXS $C $DWDP $BBD $ROKU $NBR $MSFT $JPM $RIG $BB $CSCO $PFE $HBAN $NLY $CELG $GOLD $ORCL $IQ $RF $PBRpic.twitter.com/wRMLwjvpkw
"Major News Out Today--

Positive Reaction to News
$NFLX $TSLA $BA $AAL 

Negative
$LYFT $K $CELG"
