Tweet
$EA still worth watching pic.twitter.com/LG9a2YnhXc
"PR: Tetris Debuts New Left-Handed Tetris Mode $EA, $FB, https://www.tweaktown.com/pressrelease/12900/tetris-debuts-new-left-handed-mode/index.html?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=tweaktown …pic.twitter.com/I9m6U9nNUE"
$EA high OI range is 90.00 to 105.00 for option expiration 04/05/2019 #maxpain #options http://maximum-pain.com/options/open-interest/EA …pic.twitter.com/YC2CK3RgsY
"Pienso q es por lo menos sospechoso q lo $ea ahora q el chiqui es el presi,lo q no me sorprende es q los de boca defiendan al chiqui..."
Short sale volume (not short interest) for $MAT on 2019-03-29 is 70%. http://shortvolumes.com/?t=MAT  $BBW 27% $HAS 47% $DIS 51% $EA 37%
Creative Planning Boosted By $1.50 Million Its Electronic Arts $EA Stake; Diam Company LTD Has Trimmed Waste Mgmt Del $WM Stakehttps://hinewulm.com/2019/04/01/creative-planning-boosted-by-1-50-million-its-electronic-arts-ea-stake-diam-company-ltd-has-trimmed-waste-mgmt-del-wm-stake/ …
"As Facebook $FB Share Price Rose, Shareholder Falcon Edge Capital LP Cut Its Holding; Skytop Capital Management Lowered Electronic Arts $EA Position by $2.11 Million; Stock Rose https://finexaminer.com/2019/04/01/as-facebook-fb-share-price-rose-shareholder-falcon-edge-capital-lp-cut-its-holding-skytop-capital-management-lowered-electronic-arts-ea-position-by-2-11-million-stock-rose/ …"
Activision Blizzard jumps after Wedbush Best Ideas List addition $ATVI $AMD $NVDA $EA http://dlvr.it/R1z9hQ 
"$GXXM.0021 .20 to .0021! Don't be an April fool, look at BOTTOM chart! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DOV $DST $ATVI $EA $MUpic.twitter.com/Xt5fmQ2NCS"
$EA 15 mins pic.twitter.com/VgsmMXhLim
Here’s a stupid low market cap for you $NLST $CNHI $AHL $TV $CTXS $BK $VLO $OCLR $CDNS $WU $STM $DPW $AGNC $GPS $MET $LPI $FAST $DE $VEON $WEN $LEG $EA $CDNS $UNP $UPL $DUST $TNDM $WRK $GPOR $W $AHL $UMPQ $AXTA $NVAX $CUZ $CNHI $ONTX $BBL $ALXN $BOX $TWO $NFXhttps://twitter.com/oneoclockdrop/status/1112770568640618497 …
"$EA:

Video Game Stock Could Heat Up Before Summer:

https://www.StockNewsWires.com/ea-video-game-stock-could-heat-up-before-summer/ …"
"As United Technologies $UTX Stock Price Rose, Bradley Foster & Sargent Has Cut by $2.24 Million Its Position; Electronic Arts $EA Position Maintained by Bedrijfstakpensioenfonds Voor De Media Pno  https://hinewulm.com/2019/04/01/as-united-technologies-utx-stock-price-rose-bradley-foster-electronic-arts-ea-position-maintained-by-bedrijfstakpensioenfonds-voor-de-media-pno/ …"
