date,open,high,low,close,volume
2017-01-03,79.5746,79.8427,78.8085,79.4405,4943270
2017-01-04,79.7661,79.9576,79.2682,79.4597,4125458
2017-01-05,78.5212,79.8331,76.9029,79.5075,7401365
2017-01-06,79.5554,80.1395,78.9522,79.5746,3949995
2017-01-09,79.2969,79.3926,78.4734,79.0479,3293038
2017-01-10,78.9138,79.8618,78.5212,79.1628,3037865
2017-01-11,79.4884,81.6429,79.4884,80.8482,6573458
2017-01-12,80.58,80.6949,79.814,80.3598,3242564
2017-01-13,80.3789,80.5705,79.8331,80.264,2934594
2017-01-17,79.9863,80.9631,79.9576,80.6471,3332053
2017-01-18,80.6375,80.8194,80.0821,80.5513,2938775
2017-01-19,80.513,80.5226,79.8044,79.948,2615684
2017-01-20,80.5417,81.1258,77.5732,78.2531,11067907
2017-01-23,77.9467,78.9905,77.894,78.0903,3704323
2017-01-24,78.2531,78.3393,77.1998,77.7839,4245772
2017-01-25,77.9658,78.8277,77.8797,78.55,5113159
2017-01-26,78.3968,78.7702,77.7743,77.8222,2535271
2017-01-27,78.1382,78.7894,77.3147,78.0425,4613064
2017-01-30,78.5212,78.7415,77.602,78.0233,5047095
2017-01-31,77.8126,78.4638,77.6498,78.4638,3424716
2017-02-01,77.7552,78.2244,76.7593,77.602,5080115
2017-02-02,77.6115,77.6115,76.8072,77.1711,3667771
2017-02-03,77.6881,77.7935,76.9891,77.0562,3167670
2017-02-06,77.1136,77.9467,77.0562,77.3721,3418422
2017-02-07,77.4775,78.0903,76.9604,77.9754,4174804
2017-02-08,77.8701,78.1909,77.2955,78.0712,2515251
2017-02-09,78.2627,79.0479,77.9458,78.8851,2950038
2017-02-10,78.8851,79.9193,78.4735,79.7757,4401200
2017-02-13,80.2999,80.4418,79.5207,80.2518,3299797
2017-02-14,80.1556,80.6846,79.8959,80.5981,5095885
2017-02-15,80.55,81.1656,80.4249,81.0406,2736127
2017-02-16,80.9925,82.8393,80.8001,82.3872,6373665
2017-02-17,82.2814,82.8201,82.1179,82.5892,4106620
